channel_id,video_id,channel_name,duration(sec),domain,link,,,
UClzwimpLoZu9us9MwalLbtA,7p2alvbmBA4,Bangladesh Television,2515,debate,https://www.youtube.com/watch?v=7p2alvbmBA4&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=7,,,
UClzwimpLoZu9us9MwalLbtA,MboLGVtU9ow,Bangladesh Television,2486,debate,https://www.youtube.com/watch?v=MboLGVtU9ow&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=9,,,
UClzwimpLoZu9us9MwalLbtA,fehTGnZxkTs,Bangladesh Television,2428,debate,https://www.youtube.com/watch?v=fehTGnZxkTs&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=10,,,
UClzwimpLoZu9us9MwalLbtA,7wiRO0d6dys,Bangladesh Television,2541,debate,https://www.youtube.com/watch?v=7wiRO0d6dys&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=12,,,
UClzwimpLoZu9us9MwalLbtA,TLJug4T06-o,Bangladesh Television,2572,debate,https://www.youtube.com/watch?v=TLJug4T06-o&list=PLoijsUvO6bOURfPG8i68EycthiMiYMjSR&index=15,,,
UCUBfQ5kEayQzfUCAxWUJOQQ,HBRgcpfOLxA,Heart Cinema,6841,movie,https://www.youtube.com/watch?v=HBRgcpfOLxA,,,
UCU_QyNWNH_1HJ1qVafQkWbw,cbzd57ng354,Mahoa Movies,7923,movie,https://www.youtube.com/watch?v=cbzd57ng354,,,
UCqk3_x2FUhPHXU51wiR1IsA,XoYPr7pbbzM,G Series Bangla Movies,8782,movie,https://www.youtube.com/watch?v=XoYPr7pbbzM&list=TLPQMDIwMjIwMjY2qfg2GNxpiw&index=2,,,
UCIO1zDtxhFjtXhQGuKafUmg,S9X2LHYgxaA,CD Choice,8845,movie,https://www.youtube.com/watch?v=S9X2LHYgxaA,,,
UCGsYx2W3_qeK8b_1eoVqQ2g,rMRgFReiJCo,Kino-Eye Films,6669,movie,https://www.youtube.com/watch?v=rMRgFReiJCo,,,
UCAz6rveBalVnE6qTmfQnvyQ,-zz7T8waQbI,Channel i Tv,9470,movie,https://www.youtube.com/watch?v=-zz7T8waQbI,,,
UCqle5cwtPckB2N8sSQoynwg,Z_3pP92QwRQ,Global TV Online,2826,drama,https://www.youtube.com/watch?v=Z_3pP92QwRQ,,,
UCV0HVj0_493DTEwv2TF1pOQ,5t5O2r4GYO0,Biddabari,4131,gk jobs,https://www.youtube.com/watch?v=5t5O2r4GYO0,,,
UCV0HVj0_493DTEwv2TF1pOQ,hZzGwJtyoHo,Biddabari,5149,gk jobs,https://www.youtube.com/watch?v=hZzGwJtyoHo,,,
UC0rnDMs_kTFsclXfpoZeK-g,xXJIqqnTv_k,উত্তরণ | Uttoron Career & Skills Academy,4180,bcs preli,https://www.youtube.com/watch?v=xXJIqqnTv_k,,,
UCV0HVj0_493DTEwv2TF1pOQ,IlyHV0zOIlM,Biddabari,2791,gk jobs,https://www.youtube.com/watch?v=IlyHV0zOIlM,,,
UCql6nzU1vRapqcL1OVj7pbQ,MBmsY88g-WQ,Mr. Mixer's World,3355,tour vlog,https://www.youtube.com/watch?v=MBmsY88g-WQ,,,
UCql6nzU1vRapqcL1OVj7pbQ,-oKeIfLJn70,Mr. Mixer's World,3111,tour vlog,https://www.youtube.com/watch?v=-oKeIfLJn70,,,
UCql6nzU1vRapqcL1OVj7pbQ,p-a37nHzsRQ,Mr. Mixer's World,2562,tour vlog,https://www.youtube.com/watch?v=p-a37nHzsRQ,,,
UCFX0lAkJUQwRP19Oi4BN6bA,H89qr7u5Vks,Salahuddin Sumon,2715,tour vlog,https://www.youtube.com/watch?v=H89qr7u5Vks,,,
UC7XUu6DQPUnVWujU-SeW9lA,YFgCHFMwUv4,Jannat The Lunatic Traveler,2490,tour vlog,https://www.youtube.com/watch?v=YFgCHFMwUv4,,,
UCFX0lAkJUQwRP19Oi4BN6bA,PHQJifEIEZE,Salahuddin Sumon,2709,tour vlog,https://www.youtube.com/watch?v=PHQJifEIEZE,,,
UCql6nzU1vRapqcL1OVj7pbQ,K8xOnr57TSE,Mr. Mixer's World,4271,tour vlog,https://www.youtube.com/watch?v=K8xOnr57TSE,,,
UCFX0lAkJUQwRP19Oi4BN6bA,5ibNbbEkelU,Salahuddin Sumon,2634,tour vlog,https://www.youtube.com/watch?v=5ibNbbEkelU,,,
UCFX0lAkJUQwRP19Oi4BN6bA,DH4Q90iWWAY,Salahuddin Sumon,2674,tour vlog,https://www.youtube.com/watch?v=DH4Q90iWWAY,,,
UCR9-c_ryeb4OM_I3c3zUFYw,4MJpX7WsatE,Bangladeshi Food Reviewer,2396,food vlog,https://www.youtube.com/watch?v=4MJpX7WsatE,,,
UCR9-c_ryeb4OM_I3c3zUFYw,pVj7i60fTss,Bangladeshi Food Reviewer,2000,food vlog,https://www.youtube.com/watch?v=pVj7i60fTss,,,
UCR9-c_ryeb4OM_I3c3zUFYw,B0mp8A2CwIw,Bangladeshi Food Reviewer,1707,food vlog,https://www.youtube.com/watch?v=B0mp8A2CwIw,,,
UCsBqX8QguRdkawdlNbIL1dw,ktkvef6loFo,Kaler Kantho,4151,talkshow,https://www.youtube.com/watch?v=ktkvef6loFo,,,
UC2HXZuHFLddZib4gDl1m6cA,Lei-ns-2ZLs,Star News,3588,podcast,https://www.youtube.com/watch?v=Lei-ns-2ZLs,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,b10OiAIYze0,2 Cents Podcast,4460,podcast,https://www.youtube.com/watch?v=b10OiAIYze0,,,
UCUDQdVsKssximyFwg4IxnOQ,vFUyBAAtE0Y,NTV News,2961,talk show,https://www.youtube.com/watch?v=vFUyBAAtE0Y,,,
UC946f-5n5X3Ylg7R5PuaUxg,A-hyyRv8ms8,Binge,6207,web film,https://www.youtube.com/watch?v=A-hyyRv8ms8,,,
UCeYeOGk5jqQNDErn9TheUkA,VAxPoL35-FU,Rtv Movies,6963,web film,https://www.youtube.com/watch?v=VAxPoL35-FU,,,
UC946f-5n5X3Ylg7R5PuaUxg,OeKuWE2T-uc,Binge,5361,web film,https://www.youtube.com/watch?v=OeKuWE2T-uc,,,
UC9jsDC5iXnPBrRXAIGmbIQQ,qHtwjBtnUe8,Club 11 Entertainment,5708,web film,https://www.youtube.com/watch?v=qHtwjBtnUe8,,,
UC946f-5n5X3Ylg7R5PuaUxg,2Aomi9lfk3Q,Binge,4278,web film,https://www.youtube.com/watch?v=2Aomi9lfk3Q,,,
UC946f-5n5X3Ylg7R5PuaUxg,-S1vfRWX55s,Binge,6414,web film,https://www.youtube.com/watch?v=-S1vfRWX55s,,,
UC946f-5n5X3Ylg7R5PuaUxg,2um9dptuOjo,Binge,4849,web film,https://www.youtube.com/watch?v=2um9dptuOjo,,,
UC946f-5n5X3Ylg7R5PuaUxg,F1wpiLbW9-0,Binge,6546,web film,https://www.youtube.com/watch?v=F1wpiLbW9-0,,,
UC946f-5n5X3Ylg7R5PuaUxg,E5RDE1ReIyk,Binge,8020,web film,https://www.youtube.com/watch?v=E5RDE1ReIyk,,,
UC946f-5n5X3Ylg7R5PuaUxg,qh8FN6rbjNk,Binge,5837,web film,https://www.youtube.com/watch?v=qh8FN6rbjNk,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,p5ixScWHBLw,2 Cents Podcast,5578,podcast,https://www.youtube.com/watch?v=p5ixScWHBLw,,,
UCz5MdGbNZ0Xz83qUTvW50OQ,eN9M31N5O-E,Nafees Salim,4598,podcast,https://www.youtube.com/watch?v=eN9M31N5O-E,,,
UCMWEXniw4ADj95vExGV5iAQ,_-MKddKvuVI,Studio of Creative Arts Ltd,5434,rj kibriya,https://www.youtube.com/watch?v=_-MKddKvuVI,,,
UCYvb2whhiunbP_MXU0Gt5mg,41OiscoBhY0,Fagun Audio Vision,4090,ityadi,https://www.youtube.com/watch?v=41OiscoBhY0,,,
UCMWEXniw4ADj95vExGV5iAQ,ynu-pwWcc6M,Studio of Creative Arts Ltd,4057,rj kibriya,https://www.youtube.com/watch?v=ynu-pwWcc6M,,,
UCN1qq0wbml0AztBgQfaLgGA,oz_AlCSyhcg,Nexus Television,2867,rj kibriya,https://www.youtube.com/watch?v=oz_AlCSyhcg,,,
UCYvb2whhiunbP_MXU0Gt5mg,p1td2XPWCgI,Fagun Audio Vision,3585,ityadi,https://www.youtube.com/watch?v=p1td2XPWCgI,,,
UCYvb2whhiunbP_MXU0Gt5mg,S6LNdKpSnpA,Fagun Audio Vision,4352,ityadi,https://www.youtube.com/watch?v=S6LNdKpSnpA,,,
UCsvBbEFpCTH23C4n_I2lx0A,1LNg_iHE8h4,Channel i Prime,3442,web series,https://www.youtube.com/watch?v=1LNg_iHE8h4,,,
UCYvb2whhiunbP_MXU0Gt5mg,LU9GDLaPvus,Fagun Audio Vision,4111,ityadi,https://www.youtube.com/watch?v=LU9GDLaPvus,,,
UCYvb2whhiunbP_MXU0Gt5mg,A6j7hkFPJQs,Fagun Audio Vision,4297,ityadi,https://www.youtube.com/watch?v=A6j7hkFPJQs,,,
UCAz6rveBalVnE6qTmfQnvyQ,9cMl0BK6zrg,Channel i Tv,7049,banglabid,https://www.youtube.com/watch?v=9cMl0BK6zrg&list=PLpkqfP6xSum4TCmErqidtxX1rxWpVuHBA,,,
UCAz6rveBalVnE6qTmfQnvyQ,lMLS9qIqOmk,Channel i Tv,4602,banglabid,https://www.youtube.com/watch?v=lMLS9qIqOmk&list=PLpkqfP6xSum4TCmErqidtxX1rxWpVuHBA&index=6,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,7w360-1nmkU,Shykh Seraj,3829,krishoker eid anondo,https://www.youtube.com/watch?v=7w360-1nmkU,,,
UCjIi0uZg4h5Ar8gvLDTrGwA,lLFXyel_WmM,GTV News,3093,talkshow,https://www.youtube.com/watch?v=lLFXyel_WmM,,,
UC9nuJbEL-AMJLLqc2-ej8xQ,PV8IwOXxnRo,Bongo,8116,cinema,https://www.youtube.com/watch?v=PV8IwOXxnRo,,,
UCza5m5lU6rquLOEMAl1h95g,g24qawG_8zI,Live Tech,4103,telefilm,https://www.youtube.com/watch?v=g24qawG_8zI,,,
UCeXyNI4qZYON1ou9vD5-Lhg,vjqr7yStoG4,Rtv Classic,3497,telefilm,https://www.youtube.com/watch?v=vjqr7yStoG4,,,
UCJGnNvYgPpUhd7ImU9diBSQ,xLOMz_wkUQM,Maasranga TV Official,3584,telefilm,https://www.youtube.com/watch?v=xLOMz_wkUQM,,,
UCza5m5lU6rquLOEMAl1h95g,QDmuufdiQ4U,Live Tech,8078,movie,https://www.youtube.com/watch?v=QDmuufdiQ4U,,,
UCWAt4ZztpagoUNCAVXMgfHg,TlMNXvVn0ds,Islamer Rasta,3784,waz,https://www.youtube.com/watch?v=TlMNXvVn0ds,,,
UCcdMdHJ8zrsWiUhdStCC2Tw,Rc5bW4C6hmc,WAZ VISION BD,3774,waz,https://www.youtube.com/watch?v=Rc5bW4C6hmc,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,KBlDv-QGKuU,Shykh Seraj,5288,krishoker eid anondo,https://www.youtube.com/watch?v=KBlDv-QGKuU,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,qfYhgsMs7K8,Shykh Seraj,5126,krishoker eid anondo,https://www.youtube.com/watch?v=qfYhgsMs7K8,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,jXs4SiDDDv4,Shykh Seraj,5103,krishoker eid anondo,https://www.youtube.com/watch?v=jXs4SiDDDv4,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,uU0EKnXAwtU,Shykh Seraj,5073,krishoker eid anondo,https://www.youtube.com/watch?v=uU0EKnXAwtU,,,
UCg2xdE9HQt7WD9F7RYhJ3cg,cIbKHeqPw4s,Shykh Seraj,3025,tv show,https://www.youtube.com/watch?v=cIbKHeqPw4s,,,
UCYvb2whhiunbP_MXU0Gt5mg,hO-qVKnOST8,Fagun Audio Vision,3893,ityadi,https://www.youtube.com/watch?v=hO-qVKnOST8,,,
UC7lUFHcujxyC76r2LkmSOZA,0X4zpr6Hhe8,Maasranga Program,3655,cooking competition,https://www.youtube.com/watch?v=0X4zpr6Hhe8,,,
UCb-d2dCbEt_T-d3qf3oMICw,X2Jfijhc-28,Khalid Farhan,5472,podcast,https://www.youtube.com/watch?v=X2Jfijhc-28,,,
UCJJBtUqjm-QjJ7Cvtz0yqbQ,4cCEsESsp5c,2 Cents Podcast,4803,podcast,https://www.youtube.com/watch?v=4cCEsESsp5c,,,
UCcGQSV3dEwJDAWUWp4FwUXA,E0gQr6tH3aY,The Better BBA,4857,podcast,https://www.youtube.com/watch?v=E0gQr6tH3aY,,,
UCcGQSV3dEwJDAWUWp4FwUXA,AD035mJe1v4,The Better BBA,3663,podcast,https://www.youtube.com/watch?v=AD035mJe1v4,,,
UCNUFterLJ9vpFZZ0try7sLA,0nRZ5FsRcpA,SOMOY TV Bulletin,2729,news,https://www.youtube.com/watch?v=0nRZ5FsRcpA,,,
